unique_registros_ID,voucher,genus,species,subspecies,if_hybrid,sex,Municipality-Department-Country,locality,lat_dec,lon_dec,elev_min,elev_max,elev_unit,day,month,year,date_if_string,collector,collection
1440,1231250267,Heliconius,erato,etylus,,desconocido,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
6040,841210,Heliconius,erato,etylus,,macho,"Tena, Napo, Ecuador","Napo, Rio Napo, ",-1.05,-77.78,NA,NA,m,NA,NA,1927,9-Aug,"Spillmann, W.",BMNH
6041,841211,Heliconius,erato,etylus,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Rio Verde Grande TU,-1.4,-78.3,5000,5000,ft,NA,Jan,1912,NA,"Palmer, M.G.",BMNH
6076,841213,Heliconius,erato,etylus,,macho,"Archidona, Napo, Ecuador",Churuyacu,-0.82,-77.78,NA,NA,m,NA,NA,NA,NA,Buckley,BMNH
6077,841214,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,NA,NA,m,NA,Feb,1928,NA,"Spillmann, W.",BMNH
6078,841215,Heliconius,erato,etylus,,macho,"Gualaquiza, Morona Santiago, Ecuador",Gualaquiza,-3.42,-78.6,NA,NA,m,NA,NA,NA,NA,NA,BMNH
6080,841217,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,3000,4000,ft,NA,NA,NA,NA,"Baron, O.T.",BMNH
6102,841219,Heliconius,erato,etylus,,macho,"Loja, Loja, Ecuador",Loja LO,-4,-79.22,NA,NA,m,NA,NA,1888,NA,NA,BMNH
16424,1231234391,Heliconius,erato,etylus,,unknown,"Centinela del Condor, Zamora Chinchipe, Ecuador",Zumbi SZ,-3.89,-78.78,700,700,m,NA,NA,1941,NA,"Laddey, D.B.",FLMNH (not labelled) - Basement
16426,1231234393,Heliconius,erato,etylus,,unknown,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,NA,NA,1941,NA,"Laddey, D.B.",FLMNH (not labelled) - Basement
17061,1231235028,Heliconius,erato,etylus,,unknown,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,NA,NA,m,NA,NA,NA,NA,NA,NHM Accessions
17062,1231235029,Heliconius,erato,etylus,,unknown,"Gualaquiza, Morona Santiago, Ecuador",Gualaquiza,-3.42,-78.6,NA,NA,m,NA,NA,NA,NA,NA,NHM Accessions
17106,1231235073,Heliconius,erato,etylus,,unknown,"Sucua, Morona Santiago, Ecuador",Limon 72km N of,-2.58,-78.2,630,630,m,28,Mar,1975,NA,Bristow,NHM Accessions
17107,1231235074,Heliconius,erato,etylus,,unknown,"Sucua, Morona Santiago, Ecuador",Limon 58km N (Rio Chupiataza),-2.47,-78.2,610,610,m,28,Mar,1975,NA,Bristow,NHM Accessions
17108,1231235075,Heliconius,erato,etylus,,unknown,"Logroño, Morona Santiago, Ecuador",Limon 48km N,-2.63,-78.2,580,580,m,27,Mar,1975,NA,Bristow,NHM Accessions
17109,1231235076,Heliconius,erato,etylus,,unknown,"Limon Indanza, Morona Santiago, Ecuador",Limon 24km N,-2.83,-78.32,770,770,m,27,Mar,1975,NA,Bristow,NHM Accessions
26207,5588,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora - Loja km 8 ZC,-4.03,-79.02,1450,1450,m,22,Jan,1992,NA,NA,FLMNH
26208,5592,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora - Loja km 3 ZC,-4.05,-78.98,1040,1040,m,25,Jan,1992,NA,NA,FLMNH
26209,5619,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora - Loja km 8 ZC,-4.03,-79.02,1450,1450,m,22,Jan,1992,NA,NA,FLMNH
26210,5586,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,28,Jan,1992,NA,NA,FLMNH
26211,5624,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,"Buche, M.",FLMNH
26212,5584,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,21,Jan,1992,NA,NA,FLMNH
26213,5593,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,24,Jan,1992,NA,NA,FLMNH
26214,5596,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26215,5620,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,"Buche, M.",FLMNH
26216,5589,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26217,5618,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,28,Jan,1992,NA,NA,FLMNH
26218,5590,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26219,5587,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,28,Jan,1992,NA,NA,FLMNH
26220,5621,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,"Buche, M.",FLMNH
26221,5617,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26222,5595,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26223,5594,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,20,Jan,1992,NA,NA,FLMNH
26224,1230,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,NA,NA,m,NA,Nov,1989,NA,NA,FLMNH
26225,5623,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,"Buche, M.",FLMNH
26226,5622,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Namirez ZC,-3.96,-78.85,900,900,m,26,Jan,1992,NA,"Buche, M.",FLMNH
26227,5591,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,1000,1000,m,27,Jan,1992,NA,NA,FLMNH
26228,5585,Heliconius,erato,etylus,,hembra,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,28,Jan,1992,NA,NA,FLMNH
26229,5583,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,980,980,m,28,Jan,1992,NA,NA,FLMNH
26230,10245,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,950,950,m,30,Oct,1996,NA,"Neild, A.",FLMNH
26231,10243,Heliconius,erato,etylus,,hembra,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,NA,NA,m,30,Oct,1996,NA,"Neild, A.",FLMNH
26232,10244,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,950,950,m,30,Oct,1996,NA,"Neild, A.",FLMNH
26233,10273,Heliconius,erato,etylus,,macho,"Gualaquiza, Morona Santiago, Ecuador",Gualaquiza,-3.42,-78.6,900,900,m,5,Nov,1996,NA,"Neild, A.",FLMNH
26234,10272,Heliconius,erato,etylus,,macho,"Santiago, Morona Santiago, Ecuador",Santiago de Mendez ECU San,-2.72,-78.32,950,950,m,2,Nov,1996,NA,"Neild, A.",FLMNH
26235,116725,Heliconius,erato,etylus,,macho,"Santiago, Morona Santiago, Ecuador",Santiago de Mendez,-2.72,-78.32,800,800,m,12,Oct,1997,NA,"Neild, A.",FLMNH
26236,116726,Heliconius,erato,etylus,,macho,"Santiago, Morona Santiago, Ecuador",Santiago de Mendez km 20 - 43,-2.86,-78.23,850,850,m,15,Oct,1997,NA,"Neild, A.",FLMNH
26237,116727,Heliconius,erato,etylus,,hembra,"Santiago, Morona Santiago, Ecuador",Santiago de Mendez,-2.72,-78.32,800,800,m,12,Oct,1997,NA,"Neild, A.",FLMNH
33860,1231241455,Heliconius,erato,etylus,,macho,"Zamora, Zamora Chinchipe, Ecuador",Old Zamora Road ZC,-3.97,-79.06,NA,NA,m,9,Dec,2006,NA,NA,Jiggins
33861,1231241456,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador","Macas, west of",-2.3,-78.16,NA,NA,m,10,Dec,2006,NA,NA,Jiggins
33862,1231241457,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador","Macas, west of",-2.3,-78.16,NA,NA,m,10,Dec,2006,NA,NA,Jiggins
36519,1231247753,Heliconius,erato,etylus,,desconocido,"Santiago, Morona Santiago, Ecuador",3-78a S,-2.75,-78.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
36986,1231248220,Heliconius,erato,etylus,,desconocido,"Paute, Azuay, Ecuador",3-79b S,-2.75,-78.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
36993,1231248227,Heliconius,erato,etylus,,desconocido,"Yantzaza, Zamora Chinchipe, Ecuador",4-79b S,-3.75,-78.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37373,1231248607,Heliconius,erato,etylus,,desconocido,"Morona, Morona Santiago, Ecuador",2-78c S,-2.25,-78.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37857,1231249091,Heliconius,erato,etylus,,desconocido,"Gualaquiza, Morona Santiago, Ecuador",3-79d S,-3.25,-78.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
54968,NA,Heliconius,erato,etylus,,macho,"Santiago, Morona Santiago, Ecuador","Parque Nacional Sangay: Mendez, Morona Santiago",-2.72,-78.4,NA,NA,m,NA,NA,NA,2010 - excat date on website,NA,Parque Nacional Sangay
55047,NA,Heliconius,erato,etylus,,macho,"Morona, Morona Santiago, Ecuador","Parque Nacional Sangay: Sevilla, Macas",-2.32,-78.08,NA,NA,m,NA,NA,NA,17_fev  ,NA,Parque Nacional Sangay
55098,NA,Heliconius,erato,etylus,,macho,"Sucua, Morona Santiago, Ecuador","Parque Nacional Sangay: Rio Tutamangosa, Morona Santiago",-2.47,-78.2,NA,NA,m,NA,NA,NA,30 aout  ,NA,Parque Nacional Sangay
55110,NA,Heliconius,erato,etylus,,macho,"Sucua, Morona Santiago, Ecuador","Parque Nacional Sangay: Rio Miriumi, Morona Santiago",-2.43,-78.2,NA,NA,m,NA,NA,NA,6_sep  ,NA,Parque Nacional Sangay
55996,NA,Heliconius,erato,etylus,,NA,"Gualaquiza, Morona Santiago, Ecuador",Río Quimi Ecuador Zamora-Chinchipe,-3.5,-78.63,900,900,m,NA,NA,NA,NA,NA,MECN TABD
56001,NA,Heliconius,erato,etylus,,NA,"Gualaquiza, Morona Santiago, Ecuador",Río Bomboiza Ecuador Morona-Santiago,-3.43,-78.53,850,850,m,NA,NA,NA,NA,NA,MECN TABD
56005,NA,Heliconius,erato,etylus,,NA,"Gualaquiza, Morona Santiago, Ecuador",Río Bomboiza Ecuador Morona-Santiago,-3.43,-78.53,850,850,m,NA,NA,NA,NA,NA,MECN TABD
56006,NA,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador",Quebrada de Chorillos Ecuador Zamora-Chinchipe,-4.06,-78.99,1250,1600,m,NA,NA,NA,NA,NA,MECN TABD
56032,NA,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador",Río Bombuscara Ecuador Zamora-Chinchipe,-4.11,-78.96,1146,1200,m,NA,NA,NA,NA,NA,MECN TABD
56036,NA,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador",Río Bombuscara Ecuador Zamora-Chinchipe,-4.11,-78.96,1146,1200,m,NA,NA,NA,NA,NA,MECN TABD
65149,MCZ:Ent:109811,Heliconius,erato,etylus,,m,"Morona, Morona Santiago, Ecuador",Macas,-2.29,-78.12,NA,NA,NA,NA,NA,NA,NA,NA,MCZ Cambridge
61020294,61020294,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","El Remolino, Zamora, Ecuador",-4.059444444,-78.96416667,NA,NA,NA,27,Sep,2020,NA,Gissella Mabel,iNaturalist
61182867,61182867,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora, Ecuador",-4.069566658,-78.95301003,NA,NA,NA,28,Sep,2020,NA,Daning MontaÃ±o,iNaturalist
63608868,63608868,Heliconius,erato,etylus,,NA,"Quito, Pichincha, Ecuador","Parque La Carolina, Quito, Pichincha, EC",-0.185242632,-78.48686779,NA,NA,NA,26,Oct,2020,NA,Katherine Andrade Herrera,iNaturalist
103268114,103268114,Heliconius,erato,etylus,,NA,"Tena, Napo, Ecuador","Apuya Tract, Tena, Ecuador",-1.10943,-77.781139,NA,NA,NA,23,Sep,2021,NA,Jim Anno,iNaturalist
109304571,109304571,Heliconius,erato,etylus,,NA,"Shushufindi, Sucumbios, Ecuador","Shushufindi, Ecuador",-0.472044989,-76.45901198,NA,NA,NA,7,Mar,2022,NA,,iNaturalist
127775871,127775871,Heliconius,erato,etylus,,NA,"El Pangui, Zamora Chinchipe, Ecuador","El Pangui, Ecuador",-3.531286977,-78.47833085,NA,NA,NA,14,Jul,2022,NA,Jonathan Aguirre Pesantez,iNaturalist
128027603,128027603,Heliconius,erato,etylus,,NA,"El Pangui, Zamora Chinchipe, Ecuador","Tundayme, Ecuador",-3.568440556,-78.47322833,NA,NA,NA,21,Jul,2022,NA,Jonathan Aguirre Pesantez,iNaturalist
129054859,129054859,Heliconius,erato,etylus,,NA,"Gualaquiza, Morona Santiago, Ecuador","El Rosario, Ecuador",-3.286580083,-78.65131378,NA,NA,NA,24,Jul,2022,NA,,iNaturalist
142241852,142241852,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora Canton, Ecuador",-4.090479,-78.957817,NA,NA,NA,1,Nov,2011,NA,Neil Bjorklund,iNaturalist
148121201,148121201,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora Canton, Ecuador",-4.037863612,-78.99952056,NA,NA,NA,20,Jan,2023,NA,Steven Daniel,iNaturalist
148641987,148641987,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora, Ã‰quateur",-4.027694428,-79.0088558,NA,NA,NA,4,Aug,2021,NA,,iNaturalist
149910330,149910330,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora Canton, Ecuador",-4.092634164,-78.9610585,NA,NA,NA,20,Jan,2023,NA,Joshua Lincoln,iNaturalist
149912737,149912737,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora Canton, Ecuador",-4.091667796,-78.96154855,NA,NA,NA,20,Jan,2023,NA,Joshua Lincoln,iNaturalist
181587066,181587066,Heliconius,erato,etylus,,NA,"Santiago, Morona Santiago, Ecuador","CantÃ³n Santiago de MÃ©ndez, Ecuador",-2.756722657,-78.27439292,NA,NA,NA,1,Dec,2012,NA,Edgar Segovia,iNaturalist
190377417,190377417,Heliconius,erato,etylus,,NA,"Tena, Napo, Ecuador","Puerto Napo, Ecuador",-1.031838,-77.730957,NA,NA,NA,7,Nov,2023,NA,Catalina Tong,iNaturalist
190792199,190792199,Heliconius,erato,etylus,,NA,"Zamora, Zamora Chinchipe, Ecuador","Zamora, EC-ZC, EC",-3.920733054,-78.89224324,NA,NA,NA,22,Sep,2023,NA,Ayachui Ayump,iNaturalist
199627320,199627320,Heliconius,erato,etylus,,NA,"Archidona, Napo, Ecuador","Cascada del Hollin, Archidona Canton, Ecuador",-0.695072782,-77.73049802,NA,NA,NA,31,Jan,2024,NA,Rob Foster,iNaturalist
227861731,227861731,Heliconius,erato,etylus,,NA,"El Pangui, Zamora Chinchipe, Ecuador","Tundayme, Ecuador",-3.535383056,-78.45745444,NA,NA,NA,7,Jul,2024,NA,Alejandro Lugo,iNaturalist
238355445,238355445,Heliconius,erato,etylus,,NA,"Archidona, Napo, Ecuador","Narupa, Sarayacu, Ecuador",-0.6878145,-77.7349345,NA,NA,NA,24,Jul,2024,NA,,iNaturalist
6032,841202,Heliconius,erato,hybrid,f. radiata,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Pastaza Rio Upper,-1.25,-78.25,1000,1000,m,NA,NA,NA,NA,Niepelt,BMNH
6033,841203,Heliconius,erato,hybrid,f. radiata,macho,"Pastaza, Pastaza, Ecuador",Jibaria,-1.93,-77.78,900,900,m,NA,NA,NA,NA,NA,BMNH
6036,841206,Heliconius,erato,hybrid,f. ochracea,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Pastaza Rio Upper,-1.25,-78.25,1000,1000,m,NA,NA,NA,NA,NA,BMNH
6037,841207,Heliconius,erato,hybrid,f. ochracea,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,550,550,m,15,May,1993,NA,"Neild, A.",BMNH
6039,841209,Heliconius,erato,hybrid,f. insignis,macho,"Zamora, Zamora Chinchipe, Ecuador",Zamora ZC,-4.07,-78.97,3000,4000,ft,NA,NA,NA,NA,"Baron, O.T.",BMNH
13942,1231231909,Heliconius,erato,hybrid,transitional form,unknown,"Shushufindi, Sucumbios, Ecuador",Coca Rio,-0.25,-76.75,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
13944,1231231911,Heliconius,erato,hybrid,transitional form,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Pastaza Rio Upper,-1.25,-78.25,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
13945,1231231912,Heliconius,erato,hybrid,transitional form,unknown,"Morona, Morona Santiago, Ecuador",Macas,-2.32,-78.12,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
14333,1231232300,Heliconius,erato,hybrid,cyrbia x ?,unknown,"Ibarra, Imbabura, Ecuador",Paramba IM,0.82,-78.35,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16158,1231234125,Heliconius,erato,hybrid,f. ochracea,unknown,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16403,1231234370,Heliconius,erato,hybrid,f. radiata or beata,unknown,"Pastaza, Pastaza, Ecuador",Puyo 18 km n PA,-1.39,-77.97,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16404,1231234371,Heliconius,erato,hybrid,f. radiata or beata,unknown,"Santa Clara, Pastaza, Ecuador",Puyo 27 km N of PA,-1.33,-77.9,1000,1000,m,NA,NA,1987,NA,Mciniss,FLMNH (not labelled) - Basement
16405,1231234372,Heliconius,erato,hybrid,f. radiata or beata,unknown,"Huamboya, Morona Santiago, Ecuador","Puyo 50km S, Vera Cruz TU",-1.9,-77.96,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16407,1231234374,Heliconius,erato,hybrid,f. ochracea?,unknown,"Morona, Morona Santiago, Ecuador",Pumayacu Rio Macas,-2.32,-78.12,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16408,1231234375,Heliconius,erato,hybrid,f. ochracea?,unknown,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16409,1231234376,Heliconius,erato,hybrid,f. ochracea?,unknown,"Tena, Napo, Ecuador",Puerto Napo,-1.05,-77.78,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
26255,5230,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Loreto, Orellana, Ecuador",San Jose,-0.5,-77.28,800,800,m,24,Dec,1991,NA,NA,FLMNH
26256,5232,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26257,5224,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26258,1244,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26259,5215,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26260,1247,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,NA,NA,1990,NA,NA,FLMNH
26261,9056,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26262,9046,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26263,5203,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,5,May,1991,NA,NA,FLMNH
26264,5197,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26265,5207,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,11,Apr,1991,NA,NA,FLMNH
26266,5206,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26267,5204,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,9,May,1991,NA,NA,FLMNH
26268,4492,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,NA,Mar,1988,NA,NA,FLMNH
26269,5202,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26271,9415,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Carlos Julio Arosemena Tola, Napo, Ecuador",Zarzayacu ECO NAP,-1.16,-77.83,550,550,m,20,Sep,1995,NA,"Neild, A.",FLMNH
26272,5209,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,420,420,m,10,Aug,1990,NA,NA,FLMNH
26273,5205,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Pano,-1.03,-77.87,550,550,m,24,Dec,1991,NA,NA,FLMNH
26274,9419,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Pimpilala,-1.07,-77.94,700,700,m,16,Sep,1995,NA,"Neild, A.",FLMNH
26275,5199,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26276,5201,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Loreto, Orellana, Ecuador",San Jose,-0.5,-77.28,800,800,m,24,Dec,1991,NA,NA,FLMNH
26277,5210,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26278,5194,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Carlos Julio Arosemena Tola, Napo, Ecuador",Zarzayacu ECO NAP,-1.16,-77.83,NA,NA,m,19,Oct,1991,NA,NA,FLMNH
26279,9061,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Santa Clara, Pastaza, Ecuador",Puyo - Tena rd km 31 PA,-1.32,-77.9,NA,NA,m,NA,Mar,1995,NA,NA,FLMNH
26280,1258,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26281,1259,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26282,1260,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
