unique_registros_ID,voucher,genus,species,subspecies,if_hybrid,sex,Municipality-Department-Country,locality,lat_dec,lon_dec,elev_min,elev_max,elev_unit,day,month,year,date_if_string,collector,collection
26433,9070,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Canelos rio Bo ECU PA,-1.58,-77.75,NA,NA,m,NA,May,1995,NA,NA,FLMNH
26434,4583,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Pitirishca PA,-1.8,-77.82,800,800,m,12,Jun,1991,NA,NA,FLMNH
26435,4976,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Mera, Morona Santiago, Ecuador",Puyo - Macas km15-30 PA,-1.66,-78.01,NA,NA,m,NA,NA,1992,6-May,NA,FLMNH
26436,1233,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,1000,1000,m,NA,NA,NA,NA,Velástegui.,FLMNH
26437,5088,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Pastaza, Pastaza, Ecuador",Pitirishca PA,-1.8,-77.82,1000,1000,m,NA,Dec,1991,NA,NA,FLMNH
26438,1231,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Pitirishca PA,-1.8,-77.82,1000,1000,m,2,Jan,1990,NA,"Buche, M.",FLMNH
26439,9066,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26440,9049,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26443,1241,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,17,Jul,1988,NA,NA,FLMNH
26444,1240,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Puyo PA,-1.47,-77.98,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26445,9112,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,1200,1200,m,NA,Jun,1994,NA,NA,FLMNH
26446,9069,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26447,6590,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,7,Aug,1992,NA,NA,FLMNH
26448,6589,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,31,Jan,1993,NA,NA,FLMNH
26449,1250,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,18,Aug,1988,NA,NA,FLMNH
26450,9418,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,900,900,m,6,Oct,1995,NA,"Neild, A.",FLMNH
26451,4587,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,10,Jun,1991,NA,NA,FLMNH
26452,5227,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26453,4588,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Diez de Agosto PA,-1.45,-77.9,NA,NA,m,26,Feb,1991,NA,NA,FLMNH
26454,4586,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Loreto, Orellana, Ecuador",San Jose,-0.5,-77.28,600,600,m,4,Mar,1991,NA,NA,FLMNH
26455,1251,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,NA,NA,1990,NA,NA,FLMNH
26456,9068,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26457,4453,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,8,May,1991,NA,NA,FLMNH
26458,9057,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26459,9060,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26460,1252,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,NA,NA,1990,NA,NA,FLMNH
26461,9067,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26462,9462,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Santa Clara, Pastaza, Ecuador",Puyo - Tena rd km 31 PA,-1.32,-77.9,NA,NA,m,NA,Nov,1995,NA,NA,FLMNH
26463,4585,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,8,May,1991,NA,NA,FLMNH
26464,1256,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26465,7380,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Pastaza, Pastaza, Ecuador",Puyo - Macas km 1 PA,-1.5,-78.02,NA,NA,m,30,Mar,1993,NA,NA,FLMNH
26466,1253,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26467,9043,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26468,9044,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,Jul,1995,NA,NA,FLMNH
26469,1255,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26470,10286,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Santa Clara, Pastaza, Ecuador",El Capricho,-1.19,-77.75,900,900,m,15,Nov,1996,NA,"Neild, A.",FLMNH
26471,4454,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Baños de Agua Santa, Tungurahua, Ecuador",San Francisco TU,-1.41,-78.26,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26472,5226,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26473,9055,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,Apr,1995,NA,NA,FLMNH
26474,5228,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26475,1257,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1990,NA,NA,FLMNH
26476,4590,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26477,4589,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,NA,May,1991,NA,NA,FLMNH
26478,5225,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,5,May,1991,NA,NA,FLMNH
26479,1254,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,500,500,m,NA,NA,1990,NA,NA,FLMNH
26480,7394,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Pano,-1.03,-77.87,NA,NA,m,22,Oct,1992,NA,NA,FLMNH
26481,6597,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Pastaza, Pastaza, Ecuador",Puyo - Tena rd km 19 PA,-1.37,-77.94,NA,NA,m,NA,Aug,1992,NA,NA,FLMNH
26482,4455,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,13,Mar,1991,NA,NA,FLMNH
26483,10197,Heliconius,erato,hybrid,notabilis x n. subsp. EC,macho,"Tena, Napo, Ecuador",San Carlo Finca,-1.09,-77.78,NA,NA,m,25,Oct,1996,NA,"Neild, A.",FLMNH
26484,4591,Heliconius,erato,hybrid,notabilis x n. subsp. EC,hembra,"Tena, Napo, Ecuador",Apuya,-1.1,-77.78,NA,NA,m,4,May,1991,NA,NA,FLMNH
55004,NA,Heliconius,erato,hybrid,notabilis x lativitta,macho,"Pastaza, Pastaza, Ecuador","Parque Nacional Sangay: Cia Mal Sucre, Pastaza",-1.38,-77.87,NA,NA,m,NA,NA,NA,2010 - excat date on website,NA,Parque Nacional Sangay
55081,NA,Heliconius,erato,hybrid,notabilis x lativitta,macho,"Pastaza, Pastaza, Ecuador","Parque Nacional Sangay: Cia Mal Sucre, Pastaza",-1.38,-77.87,NA,NA,m,NA,NA,NA,25 nov  ,NA,Parque Nacional Sangay
55093,NA,Heliconius,erato,hybrid,notabilis x lativitta,macho,"Pastaza, Pastaza, Ecuador","Parque Nacional Sangay: Indillana, Pastaza",-1.58,-77.77,NA,NA,m,NA,NA,NA,29 aou,NA,Parque Nacional Sangay
63826,MCZ:Ent:109966,Heliconius,erato,hybrid,,m,"Morona, Morona Santiago, Ecuador",Macas,-2.29,-78.12,NA,NA,NA,NA,NA,NA,NA,NA,MCZ Cambridge
6103,841220,Heliconius,erato,lativitta,,macho,"Lago Agrio, Sucumbios, Ecuador",Lago Agrio SU,0.11,-76.91,250,250,m,30,Nov,1977,NA,"Samson, C.P.J.",BMNH
6104,841221,Heliconius,erato,lativitta,,macho,"Archidona, Napo, Ecuador",Osayacu,-0.77,-77.78,1000,1000,m,3,Nov,1977,NA,"Samson, C.P.J.",BMNH
6105,841222,Heliconius,erato,lativitta,,macho,"Tena, Napo, Ecuador",Misahualli,-0.95,-77.8,500,500,m,3,Nov,1977,NA,"Samson, C.P.J.",BMNH
6106,841223,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Coca,-0.47,-76.98,NA,NA,m,NA,NA,NA,NA,"Haensch, R.",BMNH
6107,841224,Heliconius,erato,lativitta,,macho,"Archidona, Napo, Ecuador",Archidona,-0.92,-77.8,NA,NA,m,NA,NA,NA,NA,"Haensch, R.",BMNH
6108,841225,Heliconius,erato,lativitta,,hembra,"Tena, Napo, Ecuador",Aguano,-1.07,-77.55,NA,NA,m,NA,NA,NA,NA,Simson,BMNH
6109,841226,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Coca,-0.47,-76.98,NA,NA,m,NA,NA,NA,NA,"Haensch, R.",BMNH
14011,1231231978,Heliconius,erato,lativitta,,unknown,"Shushufindi, Sucumbios, Ecuador",Coca Rio,-0.25,-76.75,300,300,m,NA,NA,1971,NA,Lafebre R. de la,FLMNH (not labelled) - Basement
14012,1231231979,Heliconius,erato,lativitta,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",La Mascota TU,-1.39,-78.21,1200,1200,m,NA,NA,1970,NA,Lafebre R. de la,FLMNH (not labelled) - Basement
14014,1231231981,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Venezia via,-1.04,-77.7,550,550,m,NA,NA,1971,NA,Lafebre R. de la,FLMNH (not labelled) - Basement
16154,1231234121,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Pano,-1.03,-77.87,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16155,1231234122,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16156,1231234123,Heliconius,erato,lativitta,,unknown,"Pastaza, Pastaza, Ecuador",Puyo PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16157,1231234124,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Apuyo,-1.1,-77.78,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16461,1231234428,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16463,1231234430,Heliconius,erato,lativitta,,unknown,"Shushufindi, Sucumbios, Ecuador",Limoncocha,-0.4,-76.62,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16465,1231234432,Heliconius,erato,lativitta,,unknown,"Pastaza, Pastaza, Ecuador",Huagrayacu Rio PA,-1.42,-78.02,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16519,1231234486,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Puerto Misahualli,-1.03,-77.67,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16520,1231234487,Heliconius,erato,lativitta,,unknown,"Arajuno, Pastaza, Ecuador",Puyo - Arajuno rd km 37 PA,-1.37,-77.7,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16523,1231234490,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16524,1231234491,Heliconius,erato,lativitta,,unknown,"Morona, Morona Santiago, Ecuador",Pumayacu Rio Macas,-2.32,-78.12,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16526,1231234493,Heliconius,erato,lativitta,,unknown,"Morona, Morona Santiago, Ecuador",Pumayacu Rio Macas,-2.32,-78.12,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16527,1231234494,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Rio Napo - Misahualli,-1.03,-77.67,1700,1700,ft,NA,NA,1998,NA,NA,FLMNH (not labelled) - Basement
16529,1231234496,Heliconius,erato,lativitta,,unknown,"Carlos Julio Arosemena Tola, Napo, Ecuador",Tena - Puyo km 20,-1.13,-77.82,600,600,m,NA,NA,1994,NA,NA,FLMNH (not labelled) - Basement
16530,1231234497,Heliconius,erato,lativitta,,unknown,"Arajuno, Pastaza, Ecuador",Puyo - Arajuno rd km 42 PA,-1.33,-77.71,1000,1000,m,NA,NA,2000,NA,godefroi and busby,FLMNH (not labelled) - Basement
16531,1231234498,Heliconius,erato,lativitta,,unknown,"Shushufindi, Sucumbios, Ecuador",Limoncocha,-0.4,-76.62,240,240,m,NA,NA,1980,NA,Covell,FLMNH (not labelled) - Basement
17112,1231235079,Heliconius,erato,lativitta,,unknown,"Orellana, Orellana, Ecuador",Coca (Bristow),-0.5,-77,350,350,m,3,May,1975,NA,Bristow,NHM Accessions
32304,1231239976,Heliconius,erato,lativitta,,unknown,"Archidona, Napo, Ecuador",Archidona,-0.92,-77.8,NA,NA,m,NA,NA,NA,NA,NA,Brower
32305,1231239977,Heliconius,erato,lativitta,,unknown,"Archidona, Napo, Ecuador",Archidona,-0.92,-77.8,NA,NA,m,NA,NA,NA,NA,NA,Brower
34055,1231241650,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,17,Nov,2005,NA,NA,Jiggins
34056,1231241651,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,22,Nov,2005,NA,NA,Jiggins
34057,1231241652,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,22,Nov,2005,NA,NA,Jiggins
34058,1231241653,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,27,Nov,2005,NA,NA,Jiggins
34059,1231241654,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,7,Dec,2005,NA,NA,Jiggins
34060,1231241655,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,7,Dec,2005,NA,NA,Jiggins
34061,1231241656,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,7,Dec,2005,NA,NA,Jiggins
34062,1231241657,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,7,Dec,2005,NA,NA,Jiggins
34063,1231241658,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,8,Dec,2005,NA,NA,Jiggins
34064,1231241659,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,9,Dec,2005,NA,NA,Jiggins
34065,1231241660,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,9,Dec,2005,NA,NA,Jiggins
34066,1231241661,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,9,Dec,2005,NA,NA,Jiggins
34067,1231241662,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,9,Dec,2005,NA,NA,Jiggins
34068,1231241663,Heliconius,erato,lativitta,,macho,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,10,Dec,2005,NA,NA,Jiggins
34069,1231241664,Heliconius,erato,lativitta,,hembra,"Orellana, Orellana, Ecuador",Anangu Boca del Rio OR,-0.53,-76.39,220,300,m,13,Dec,2005,NA,NA,Jiggins
34070,1231241665,Heliconius,erato,lativitta,,macho,"Quijos, Napo, Ecuador","Baeza, in river by cementerio,",-0.46,-77.9,1800,1800,m,NA,NA,NA,NA,NA,Jiggins
34071,1231241666,Heliconius,erato,lativitta,,macho,"Gonzalo Pizarro, Napo, Ecuador","San Raphael Falls, Baeza-Lago Agrio",-0.1,-77.58,NA,NA,m,NA,NA,NA,NA,NA,Jiggins
35066,1231246300,Heliconius,erato,lativitta,,desconocido,"Cascales, Sucumbios, Ecuador",0-77a N,0.25,-77.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
36970,1231248204,Heliconius,erato,lativitta,,desconocido,"Archidona, Napo, Ecuador",1-78b S,-0.75,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
36980,1231248214,Heliconius,erato,lativitta,,desconocido,"Pastaza, Pastaza, Ecuador",2-78b S,-1.75,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37356,1231248590,Heliconius,erato,lativitta,,desconocido,"Baños de Agua Santa, Tungurahua, Ecuador",1-78c S,-1.25,-78.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37820,1231249054,Heliconius,erato,lativitta,,desconocido,"El Chaco, Napo, Ecuador",0-78d S,-0.25,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37832,1231249066,Heliconius,erato,lativitta,,desconocido,"Shushufindi, Sucumbios, Ecuador",0-77d S,-0.25,-76.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37849,1231249083,Heliconius,erato,lativitta,,desconocido,"Arajuno, Pastaza, Ecuador",1-78d S,-1.25,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
38652,1231250610,Heliconius,erato,lativitta,,desconocido,"Tena, Napo, Ecuador",Latas,-1.03,-77.73,500,500,m,NA,NA,NA,NA,"Velástegui, D.",MHNL PERU ex Peru
54607,NA,Heliconius,erato,lativitta,,unknown,"Tena, Napo, Ecuador",Jatun Sacha,-1.07,-77.6,400,450,m,NA,NA,NA,NA,NA,"Journal of Research on the Lepidoptera 35:42–60, 1"
54891,NA,Heliconius,erato,lativitta,,unknown,"Orellana, Orellana, Ecuador","Yasuni Research Station,",-0.67,-76.4,200,500,m,NA,NA,NA,NA,NA,Temporal abundance patterns of butterfl y communit
54980,NA,Heliconius,erato,lativitta,,macho,"Huamboya, Morona Santiago, Ecuador","Parque Nacional Sangay: rio Shankaime, Morona Santiago",-1.95,-77.87,NA,NA,m,NA,NA,NA,2010 - excat date on website,NA,Parque Nacional Sangay
55605,NA,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador",Finca San Carlo Ecuador Napo,-1.09,-77.78,600,600,m,NA,NA,NA,NA,NA,MECN TABD
55809,NA,Heliconius,erato,lativitta,,female,"Orellana, Orellana, Ecuador","Napo Wildlife Center, Napo trail Ecuador Orellana",-0.51,-76.44,240,240,m,16,Oct,2005,NA,K. Willmott,FLMNH TABD
55817,NA,Heliconius,erato,lativitta,,female,"Orellana, Orellana, Ecuador",Boca del Río Anañgu Ecuador Orellana,-0.53,-76.39,240,300,m,13,Dec,2005,NA,K. Willmott,FLMNH TABD
55886,NA,Heliconius,erato,lativitta,,NA,"Carlos Julio Arosemena Tola, Napo, Ecuador",Sadsayacu Ecuador Napo,-1.18,-77.83,700,650,m,NA,NA,NA,NA,NA,MECN TABD
55892,NA,Heliconius,erato,lativitta,,NA,"Arajuno, Pastaza, Ecuador",Km 45 vía Puyo - Arajuno Ecuador Pastaza,-1.22,-77.67,1000,1000,m,NA,NA,NA,NA,NA,MECN TABD
55898,NA,Heliconius,erato,lativitta,,NA,"Arajuno, Pastaza, Ecuador",Km 45 vía Puyo - Arajuno Ecuador Pastaza,-1.22,-77.67,1000,1000,m,NA,NA,NA,NA,NA,MECN TABD
55917,NA,Heliconius,erato,lativitta,,NA,"Carlos Julio Arosemena Tola, Napo, Ecuador",Sadsayacu Ecuador Napo,-1.18,-77.83,700,650,m,NA,NA,NA,NA,NA,MECN TABD
55923,NA,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador",Apuya Ecuador Napo,-1.1,-77.78,600,600,m,NA,NA,NA,NA,NA,MECN TABD
55924,NA,Heliconius,erato,lativitta,,NA,"Arajuno, Pastaza, Ecuador",Km 45 vía Puyo - Arajuno Ecuador Pastaza,-1.22,-77.67,1000,1000,m,NA,NA,NA,NA,NA,MECN TABD
55995,NA,Heliconius,erato,lativitta,,NA,"Putumayo, Sucumbios, Ecuador",Aguas Negras Ecuador Sucumbíos,-0.05,-75.95,200,200,m,NA,NA,NA,NA,NA,MECN TABD
55997,NA,Heliconius,erato,lativitta,,NA,"Lago Agrio, Sucumbios, Ecuador",nr. Lago Agrio Ecuador Orellana,0.11,-76.91,250,250,m,NA,NA,NA,NA,NA,MECN TABD
55998,NA,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador",Jatun Sacha Ecuador Napo,-1.05,-77.58,450,450,m,NA,NA,NA,NA,NA,MECN TABD
56000,NA,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador",Jatun Sacha Ecuador Napo,-1.05,-77.58,450,450,m,NA,NA,NA,NA,NA,MECN TABD
56002,NA,Heliconius,erato,lativitta,,NA,"La Joya de los Sachas, Orellana, Ecuador",Palma Oriente Ecuador Napo,-0.33,-77.02,1200,1200,m,NA,NA,NA,NA,NA,MECN TABD
56003,NA,Heliconius,erato,lativitta,,NA,"Cascales, Sucumbios, Ecuador",Shushufindi Ecuador Orellana,-0.03,-77.13,250,250,m,NA,NA,NA,NA,NA,MECN TABD
56007,NA,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador",Jatun Sacha Ecuador Napo,-1.05,-77.58,450,450,m,NA,NA,NA,NA,NA,MECN TABD
63814,MCZ:Ent:170647,Heliconius,erato,lativitta,,f,"Shushufindi, Sucumbios, Ecuador",Limoncocha,-0.4,-76.61,NA,NA,NA,30,NA,NA,'27-30 June 1980,William D. Winter,MCZ Cambridge
63948,MCZ:Ent:113499,Heliconius,erato,lativitta,,m,"Morona, Morona Santiago, Ecuador",Macas,-2.29,-78.12,NA,NA,NA,NA,NA,NA,NA,NA,MCZ Cambridge
35727058,35727058,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Tena, Ecuador",-1.081655205,-77.91347496,NA,NA,NA,5,Mar,2018,NA,Samuel Valdes,iNaturalist
35967868,35967868,Heliconius,erato,lativitta,,NA,"Arajuno, Pastaza, Ecuador","Arajuno, Ecuador",-1.104235,-76.726357,NA,NA,NA,28,Jan,2019,NA,,iNaturalist
40696874,40696874,Heliconius,erato,lativitta,,NA,"Pastaza, Pastaza, Ecuador",Ecuador,-1.6283269,-77.9095281,NA,NA,NA,3,Jul,2012,NA,Frank Dietze,iNaturalist
