unique_registros_ID,voucher,genus,species,subspecies,if_hybrid,sex,Municipality-Department-Country,locality,lat_dec,lon_dec,elev_min,elev_max,elev_unit,day,month,year,date_if_string,collector,collection
41055985,41055985,Heliconius,erato,lativitta,,NA,"Orellana, Orellana, Ecuador","Parque Nacional YasunÃ­, Orellana, Orellana, EC",-0.524135883,-76.44028445,NA,NA,NA,14,Jan,2020,NA,,iNaturalist
58207690,58207690,Heliconius,erato,lativitta,,NA,"Orellana, Orellana, Ecuador","Alejandro Labaka, Ecuador",-0.447077796,-76.52765103,NA,NA,NA,21,Dec,2017,NA,Nelson Apolo,iNaturalist
83001433,83001433,Heliconius,erato,lativitta,,NA,"Lago Agrio, Sucumbios, Ecuador","Nueva Loja, Ecuador",0.102704392,-76.88767376,NA,NA,NA,5,Jun,2021,NA,David Torres,iNaturalist
106194584,106194584,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Apuya Tract, Tena, Ecuador",-1.10943,-77.781139,NA,NA,NA,29,Sep,2021,NA,Jim Anno,iNaturalist
140343141,140343141,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Tena, Ecuador",-1.075917777,-77.93711433,NA,NA,NA,29,Nov,2019,NA,Karen Nichols,iNaturalist
146243932,146243932,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Apuya, Ecuador",-1.110731111,-77.78059417,NA,NA,NA,5,Oct,2022,NA,Emily Hjalmarson,iNaturalist
151278918,151278918,Heliconius,erato,lativitta,,NA,"Pastaza, Pastaza, Ecuador","Pastaza, EC-PA, EC",-1.616103566,-77.83938818,NA,NA,NA,16,Mar,2023,NA,Alan Rockefeller,iNaturalist
152183173,152183173,Heliconius,erato,lativitta,,NA,"Archidona, Napo, Ecuador","Archidona Canton, Ecuador",-0.704395113,-77.59340569,NA,NA,NA,22,Jul,2019,NA,Frode Jacobsen,iNaturalist
158977132,158977132,Heliconius,erato,lativitta,,NA,"Lago Agrio, Sucumbios, Ecuador","Jambeli, Ecuador",0.2972383,-77.1209638,NA,NA,NA,24,Apr,2023,NA,Yeny Alcivar,iNaturalist
163479692,163479692,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Tena, Napo, EC",-0.994541667,-77.80529667,NA,NA,NA,24,May,2023,NA,,iNaturalist
183205790,183205790,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","X87M+2VX, Puerto MisahuallÃ­, Ecuador",-1.037584339,-77.66531602,NA,NA,NA,14,Sep,2023,NA,Norman Behr,iNaturalist
190983521,190983521,Heliconius,erato,lativitta,,NA,"Loreto, Orellana, Ecuador",Ishpingo pacha,-0.5555993,-77.2473333,NA,NA,NA,11,Nov,2023,NA,Catalina Tong,iNaturalist
191650810,191650810,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Puerto Napo, Ecuador",-1.031838,-77.730957,NA,NA,NA,6,Nov,2023,NA,,iNaturalist
193361279,193361279,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Puerto Napo, Ecuador",-1.031838,-77.730957,NA,NA,NA,4,Nov,2023,NA,,iNaturalist
218196525,218196525,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Chontapunta, Ecuador",-0.8783678,-77.2657825,NA,NA,NA,25,May,2024,NA,Margarita LÃ³pez,iNaturalist
226400769,226400769,Heliconius,erato,lativitta,,NA,"Orellana, Orellana, Ecuador","Francisco de Orellana, Ecuador",-0.489062,-76.323494,NA,NA,NA,31,May,2024,NA,Zoltan BAGOSI,iNaturalist
228895939,228895939,Heliconius,erato,lativitta,,NA,"Tena, Napo, Ecuador","Via Ahuano Yuralpa, Tena, Napo, EC",-1.041036167,-77.71527833,NA,NA,NA,12,Jul,2024,NA,Matt DuRoss,iNaturalist
6031,841201,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",La Victoria TU,-1.41,-78.22,3500,3500,ft,NA,NA,NA,NA,"Palmer, M.G.",BMNH
14026,1231231993,Heliconius,erato,notabilis,,unknown,"Arajuno, Pastaza, Ecuador",Arajuno Rio,-1.23,-77.7,1000,1000,m,NA,NA,1941,NA,"McIntyre, W.C.",FLMNH (not labelled) - Basement
14028,1231231995,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Huagrayacu Rio PA,-1.42,-78.02,900,900,m,NA,NA,1941,NA,"McIntyre, W.C.",FLMNH (not labelled) - Basement
14029,1231231996,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Huagrayacu Rio PA,-1.42,-78.02,900,900,m,NA,NA,1941,NA,"McIntyre, W.C.",FLMNH (not labelled) - Basement
14030,1231231997,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Blanco Rio TU,-1.38,-78.33,NA,NA,m,NA,NA,NA,NA,Lafebre R. de la,FLMNH (not labelled) - Basement
14031,1231231998,Heliconius,erato,notabilis,,unknown,"Palora, Pastaza, Ecuador",Alpayacu PA,-1.47,-78.12,3600,3600,ft,NA,NA,1910,NA,NA,FLMNH (not labelled) - Basement
16150,1231234117,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16151,1231234118,Heliconius,erato,notabilis,,unknown,"Tena, Napo, Ecuador",Pununo,-1.02,-77.67,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16153,1231234120,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Accessions (2nd floor)
16300,1231234267,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo Rio TU,-1.42,-78.17,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16301,1231234268,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo 18 km n PA,-1.39,-77.97,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16303,1231234270,Heliconius,erato,notabilis,,unknown,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16328,1231234295,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16329,1231234296,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo 30km E PA,-1.48,-77.77,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16330,1231234297,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo Rio TU,-1.42,-78.17,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16331,1231234298,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo Rio TU,-1.42,-78.17,1200,1200,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16332,1231234299,Heliconius,erato,notabilis,,unknown,"Mera, Pastaza, Ecuador",Chico Rio PA,-1.46,-78.11,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16333,1231234300,Heliconius,erato,notabilis,,unknown,"Baños de Agua Santa, Tungurahua, Ecuador",Topo Rio TU,-1.42,-78.17,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16335,1231234302,Heliconius,erato,notabilis,,unknown,"Mera, Pastaza, Ecuador",Shell TU,-1.5,-78.05,NA,NA,m,NA,NA,NA,NA,NA,FLMNH (not labelled) - Basement
16908,1231234875,Heliconius,erato,notabilis,,unknown,"El Chaco, Napo, Ecuador",El Chaco 8km N,-0.29,-77.77,1800,1800,m,NA,NA,1977,NA,Samson,NHM Accessions
16933,1231234900,Heliconius,erato,notabilis,,unknown,"Archidona, Napo, Ecuador",Antisana Rio lower CO,-0.76,-78.09,2000,2000,m,NA,NA,1977,NA,Samson,NHM Accessions
26354,5104,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,NA,NA,m,17,Jan,1992,NA,NA,FLMNH
26355,5101,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,1250,1250,m,4,Feb,1992,NA,"Velástegui, C.",FLMNH
26356,9421,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,1400,1400,m,22,Sep,1995,NA,"Neild, A.",FLMNH
26357,9463,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Tigre Rio TU,-1.42,-78.17,NA,NA,m,NA,Dec,1995,NA,NA,FLMNH
26358,6593,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,NA,NA,m,NA,Oct,1992,NA,NA,FLMNH
26359,1226,Heliconius,erato,notabilis,,hembra,"Baños de Agua Santa, Tungurahua, Ecuador",Topo TU,-1.42,-78.17,NA,NA,m,20,Jun,1989,NA,NA,FLMNH
26360,4972,Heliconius,erato,notabilis,,hembra,"Santa Clara, Pastaza, Ecuador",Puyo - Tena rd km 25 PA,-1.33,-77.93,1100,1100,m,NA,NA,1992,6-May,NA,FLMNH
26361,5597,Heliconius,erato,notabilis,,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,1100,1100,m,10,Feb,1992,NA,NA,FLMNH
26362,4973,Heliconius,erato,notabilis,,hembra,"Santa Clara, Pastaza, Ecuador",Puyo - Tena rd km 25 PA,-1.33,-77.93,1100,1100,m,NA,NA,1992,6-May,NA,FLMNH
26363,10199,Heliconius,erato,notabilis,,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,1000,1000,m,13,Nov,1996,NA,"Neild, A.",FLMNH
26364,10195,Heliconius,erato,notabilis,,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,1000,1000,m,16,Nov,1996,NA,"Neild, A.",FLMNH
26365,5598,Heliconius,erato,notabilis,,macho,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,900,900,m,10,Feb,1992,NA,NA,FLMNH
26366,1225,Heliconius,erato,notabilis,,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1989,NA,NA,FLMNH
26367,5103,Heliconius,erato,notabilis,,hembra,"Pastaza, Pastaza, Ecuador",Puyo - Tena rd km 19 PA,-1.37,-77.94,1100,1100,m,14,Feb,1991,NA,NA,FLMNH
26368,1224,Heliconius,erato,notabilis,,macho,"Tena, Napo, Ecuador",Tena,-0.98,-77.82,NA,NA,m,NA,NA,1989,NA,NA,FLMNH
26369,5100,Heliconius,erato,notabilis,,hembra,"Baños de Agua Santa, Tungurahua, Ecuador",Mexico TU,-1.32,-78.2,1800,1800,m,NA,NA,1992,NA,NA,FLMNH
26370,5105,Heliconius,erato,notabilis,,hembra,"Baños de Agua Santa, Tungurahua, Ecuador",Mexico TU,-1.32,-78.2,1800,1800,m,NA,NA,1992,NA,NA,FLMNH
26371,5106,Heliconius,erato,notabilis,,hembra,"Baños de Agua Santa, Tungurahua, Ecuador",Mexico TU,-1.32,-78.2,1800,1800,m,NA,NA,1992,NA,NA,FLMNH
26372,4971,Heliconius,erato,notabilis,,macho,"Mera, Morona Santiago, Ecuador",Puyo - Macas km15-30 PA,-1.66,-78.01,NA,NA,m,NA,NA,1992,6-May,NA,FLMNH
26373,4974,Heliconius,erato,notabilis,,macho,"Mera, Morona Santiago, Ecuador",Puyo - Macas km15-30 PA,-1.66,-78.01,NA,NA,m,NA,NA,1992,6-May,NA,FLMNH
26374,5102,Heliconius,erato,notabilis,,macho,"Pastaza, Pastaza, Ecuador",Pitirishca PA,-1.8,-77.82,800,800,m,29,Oct,1991,NA,NA,FLMNH
26375,4968,Heliconius,erato,notabilis,,macho,"Mera, Morona Santiago, Ecuador",Puyo - Macas km15-30 PA,-1.66,-78.01,NA,NA,m,NA,NA,1992,6-May,NA,FLMNH
26376,5096,Heliconius,erato,notabilis,,hembra,"Santa Clara, Pastaza, Ecuador",Llandia Rio PA,-1.33,-77.93,1100,1100,m,15,Feb,1992,NA,"Velástegui, D.",FLMNH
33009,1231240681,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33010,1231240682,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33011,1231240683,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33012,1231240684,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33013,1231240685,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33014,1231240686,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33015,1231240687,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador",Puyo Rio PA,-1.47,-77.98,NA,NA,m,NA,NA,NA,NA,NA,Brower
33018,1231240690,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33019,1231240691,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33020,1231240692,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33021,1231240693,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33022,1231240694,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33023,1231240695,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33024,1231240696,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33025,1231240697,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33026,1231240698,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33027,1231240699,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
33028,1231240700,Heliconius,erato,notabilis,,unknown,"Pastaza, Pastaza, Ecuador","Rio Sucio, Puyo, Pastaza Prov.",-1.49,-78,NA,NA,m,NA,NA,NA,NA,NA,Brower
34072,1231241667,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,20,Feb,2002,NA,NA,Jiggins
34073,1231241668,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,12,Dec,2006,NA,NA,Jiggins
34074,1231241669,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,12,Dec,2006,NA,NA,Jiggins
34075,1231241670,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,13,Dec,2007,NA,NA,Jiggins
34076,1231241671,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,13,Dec,2007,NA,NA,Jiggins
34077,1231241672,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,16,Feb,2002,NA,NA,Jiggins
34078,1231241673,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,16,Feb,2002,NA,NA,Jiggins
34079,1231241674,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,NA,NA,NA,NA,NA,Jiggins
34080,1231241675,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","El Topo, Baños - Puyo road TU",-1.46,-78.19,1300,1300,m,NA,NA,NA,NA,NA,Jiggins
34081,1231241676,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","Rio Anso, near Mera",-1.47,-78.13,NA,NA,m,14,Dec,2006,NA,NA,Jiggins
34082,1231241677,Heliconius,erato,notabilis,,hembra,"Palora, Morona Santiago, Ecuador","Rio Anso, near Mera",-1.47,-78.13,NA,NA,m,14,Dec,2006,NA,NA,Jiggins
34083,1231241678,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","Rio Anso, near Mera",-1.47,-78.13,NA,NA,m,14,Dec,2006,NA,NA,Jiggins
34084,1231241679,Heliconius,erato,notabilis,,macho,"Palora, Morona Santiago, Ecuador","Rio Anso, near Mera",-1.47,-78.13,NA,NA,m,14,Dec,2006,NA,NA,Jiggins
34085,1231241680,Heliconius,erato,notabilis,,hembra,"Mera, Pastaza, Ecuador",Shell PA,-1.5,-78.04,NA,NA,m,12,Dec,2006,NA,NA,Jiggins
36969,1231248203,Heliconius,erato,notabilis,,desconocido,"Archidona, Napo, Ecuador",1-78b S,-0.75,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
36979,1231248213,Heliconius,erato,notabilis,,desconocido,"Pastaza, Pastaza, Ecuador",2-78b S,-1.75,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37357,1231248591,Heliconius,erato,notabilis,,desconocido,"Baños de Agua Santa, Tungurahua, Ecuador",1-78c S,-1.25,-78.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37372,1231248606,Heliconius,erato,notabilis,,desconocido,"Morona, Morona Santiago, Ecuador",2-78c S,-2.25,-78.25,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
37848,1231249082,Heliconius,erato,notabilis,,desconocido,"Arajuno, Pastaza, Ecuador",1-78d S,-1.25,-77.75,NA,NA,m,NA,NA,NA,NA,NA,KB 1979
55051,NA,Heliconius,erato,notabilis,,macho,"Mera, Pastaza, Ecuador","Parque Nacional Sangay: Rio San Luis, la Lorena, Morona Santiago",-1.45,-78.13,NA,NA,m,NA,NA,NA,19_jan  ,NA,Parque Nacional Sangay
55060,NA,Heliconius,erato,notabilis,,macho,"Mera, Pastaza, Ecuador","Parque Nacional Sangay: Mera, Morona Santiago",-1.45,-78.12,NA,NA,m,NA,NA,NA,22_nov  ,NA,Parque Nacional Sangay
55069,NA,Heliconius,erato,notabilis,,macho,"Mera, Pastaza, Ecuador","Parque Nacional Sangay: Rio San Luis, la Lorena, Morona Santiago",-1.45,-78.13,NA,NA,m,NA,NA,NA,23_fev,NA,Parque Nacional Sangay
55079,NA,Heliconius,erato,notabilis,,macho,"Baños de Agua Santa, Tungurahua, Ecuador","Parque Nacional Sangay: Topo, Rio Negro, Tungurahua",-1.4,-78.18,NA,NA,m,NA,NA,NA,24_nov  ,NA,Parque Nacional Sangay
55983,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55984,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55985,NA,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador",Río Topo Ecuador Tungurahua,-1.42,-78.17,1200,1300,m,NA,NA,NA,NA,NA,MECN TABD
55986,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55987,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55988,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55989,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55990,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55991,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55992,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55993,NA,Heliconius,erato,notabilis,,NA,"Quijos, Napo, Ecuador",Orito Yacu Rio ECO NA,-0.5,-77.87,0,0,m,NA,NA,NA,NA,NA,MECN TABD
55994,NA,Heliconius,erato,notabilis,,NA,"Mera, Pastaza, Ecuador",Shell Ecuador Pastaza,-1.49,-78.06,1050,1050,m,NA,NA,NA,NA,NA,MECN TABD
54162750,54162750,Heliconius,erato,notabilis,,NA,"Pastaza, Pastaza, Ecuador",", Pastaza, Ecuador",-1.480243,-78.012542,NA,NA,NA,18,Feb,2017,NA,Eerika Schulz,iNaturalist
66884909,66884909,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","CantÃ³n BaÃ±os, Ecuador",-1.4073655,-78.22570679,NA,NA,NA,20,Dec,2020,NA,Christiana Fattorelli,iNaturalist
96915610,96915610,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","BaÃ±os Canton, Ecuador",-1.402213236,-78.18634379,NA,NA,NA,28,Sep,2021,NA,David Geale,iNaturalist
96915611,96915611,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","BaÃ±os Canton, Ecuador",-1.402213236,-78.18634379,NA,NA,NA,28,Sep,2021,NA,David Geale,iNaturalist
99385286,99385286,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","El Topo, Rio Zunac, Ecuador",-1.402884203,-78.18747104,NA,NA,NA,28,Sep,2021,NA,John Christensen,iNaturalist
105854327,105854327,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","El Topo, Rio Zunac, BaÃ±os Canton, Ecuador",-1.402884,-78.187471,NA,NA,NA,28,Sep,2021,NA,Jim Anno,iNaturalist
105865356,105865356,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","El Topo, Rio Zunac, BaÃ±os Canton, Ecuador",-1.402884,-78.187471,NA,NA,NA,28,Sep,2021,NA,Jim Anno,iNaturalist
108186455,108186455,Heliconius,erato,notabilis,,NA,"Pastaza, Pastaza, Ecuador","Finca Heimatlos, Pastaza Canton, Ecuador",-1.615176517,-77.83733715,NA,NA,NA,4,Mar,2022,NA,Karen Yukich,iNaturalist
151049171,151049171,Heliconius,erato,notabilis,,NA,"Mera, Pastaza, Ecuador",åŽ„ç“œå¤šæ¢…æ‹‰,-1.415720799,-78.09971307,NA,NA,NA,4,Nov,2015,NA,Arex Li,iNaturalist
188282663,188282663,Heliconius,erato,notabilis,,NA,"Mera, Pastaza, Ecuador","ÐœÐµÑ€Ð°, Ð­ÐºÐ²Ð°Ð´Ð¾Ñ€",-1.430907626,-78.10223734,NA,NA,NA,6,Nov,2018,NA,Dr. Alexey Yakovlev,iNaturalist
190011917,190011917,Heliconius,erato,notabilis,,NA,"Mera, Pastaza, Ecuador","GVXQ+7J6, Mera, Ecuador",-1.4533815,-78.1126619,NA,NA,NA,4,Nov,2023,NA,Alessandro Franchini,iNaturalist
191085534,191085534,Heliconius,erato,notabilis,,NA,"Baños de Agua Santa, Tungurahua, Ecuador","BaÃ±os Canton, Ecuador",-1.406000107,-78.16682403,NA,NA,NA,14,Nov,2023,NA,,iNaturalist
206184944,206184944,Heliconius,erato,notabilis,,NA,"Huamboya, Morona Santiago, Ecuador","Rio Chiguaza, Huamboya, Ecuador",-1.918754861,-77.83133807,NA,NA,NA,26,Sep,2021,NA,John Christensen,iNaturalist